playerid,birthyear,birthcountry,deathyear,namefirst,namelast,weight,height,bats,throws
leepeda01,1959.0,USA,,Dave,Leeper,170.0,71.0,L,L
leero01,1917.0,USA,1985.0,Roy,Lee,175.0,71.0,L,L
leesa01,1971.0,South Korea,,Sang-Hoon,Lee,190.0,73.0,L,L
leesge01,1895.0,USA,1980.0,George,Lees,150.0,69.0,R,R
leesmch01,1987.0,USA,,Charles,Leesman,215.0,76.0,L,L
leete01,1962.0,USA,,Terry,Lee,215.0,77.0,R,R
leeth01,1906.0,USA,1997.0,Thornton,Lee,205.0,75.0,L,L
leeto01,1862.0,USA,1886.0,Tom,Lee,155.0,68.0,,
leetr01,1975.0,USA,,Travis,Lee,205.0,75.0,L,L
leevesa01,1871.0,USA,1953.0,Sam,Leever,175.0,70.0,R,R
leewa01,1879.0,USA,1936.0,Watty,Lee,171.0,70.0,L,L
leeza01,1991.0,USA,,Zach,Lee,227.0,76.0,R,R
lefebbi01,1915.0,USA,2007.0,Bill,LeFebvre,180.0,71.0,L,L
lefebji01,1942.0,USA,,Jim,Lefebvre,180.0,72.0,B,R
lefebjo01,1956.0,USA,,Joe,Lefebvre,170.0,70.0,L,R
lefeval01,1898.0,USA,1982.0,Al,Lefevre,160.0,70.0,R,R
leffecr01,1957.0,Germany,,Craig,Lefferts,180.0,73.0,L,L
leflewa01,1896.0,USA,1981.0,Wade,Lefler,162.0,71.0,L,R
lefloro01,1948.0,USA,,Ron,LeFlore,200.0,72.0,R,R
leftwph01,1969.0,USA,,Phil,Leftwich,205.0,77.0,R,R
legetlo01,1901.0,USA,1988.0,Lou,Legett,166.0,70.0,R,R
legggr01,1960.0,USA,,Greg,Legg,185.0,73.0,R,R
lehanja01,1856.0,USA,1946.0,James,Lehan,,,,
lehanmi01,1865.0,USA,1903.0,Mike,Lehane,180.0,73.0,R,
lehenre01,1908.0,USA,1976.0,Regis,Leheny,180.0,72.0,L,L
lehewji01,1937.0,USA,2016.0,Jim,Lehew,185.0,72.0,R,R
lehmake01,1928.0,USA,2010.0,Ken,Lehman,170.0,72.0,L,L
lehnepa01,1920.0,USA,1967.0,Paul,Lehner,160.0,69.0,L,L
lehrcl01,1886.0,USA,1948.0,Clarence,Lehr,165.0,71.0,R,R
lehrju01,1977.0,USA,,Justin,Lehr,205.0,74.0,R,R
lehrno01,1901.0,USA,1968.0,Norm,Lehr,168.0,72.0,R,R
leibeha01,1911.0,USA,1993.0,Hank,Leiber,205.0,73.0,R,R
leibone01,1892.0,USA,1977.0,Nemo,Leibold,157.0,66.0,L,R
leibrch01,1956.0,USA,,Charlie,Leibrandt,195.0,75.0,R,L
leicejo01,1979.0,USA,,Jon,Leicester,220.0,75.0,R,R
leifeel01,1893.0,USA,1948.0,Elmer,Leifer,170.0,69.0,L,R
leifile01,1883.0,USA,1970.0,Lefty,Leifield,165.0,73.0,L,L
leighjo01,1861.0,USA,1956.0,John,Leighton,170.0,71.0,L,L
leinhbi01,1893.0,USA,1978.0,Bill,Leinhauser,150.0,70.0,R,R
leiped01,1910.0,USA,1983.0,Ed,Leip,160.0,69.0,R,R
leipeda01,1962.0,USA,,Dave,Leiper,160.0,73.0,L,L
leipeja01,1867.0,USA,1960.0,Jack,Leiper,,71.0,L,L
leistjo01,1961.0,USA,,John,Leister,200.0,74.0,R,R
leiteal01,1965.0,USA,,Al,Leiter,200.0,74.0,L,L
leitema01,1963.0,USA,,Mark,Leiter,200.0,75.0,R,R
leitema02,1991.0,USA,,Mark,Leiter,195.0,72.0,R,R
leithbi01,1873.0,USA,1940.0,Bill,Leith,208.0,73.0,,R
leitndo01,1865.0,USA,1937.0,Doc,Leitner,185.0,71.0,R,R
leitndu01,1871.0,USA,1960.0,Dummy,Leitner,120.0,67.0,L,R
leiussc01,1965.0,USA,,Scott,Leius,180.0,75.0,R,R
lejafr01,1936.0,USA,1991.0,Frank,Leja,205.0,76.0,L,L
lejeula01,1885.0,USA,1952.0,Sheldon,Lejeune,185.0,72.0,R,R
lejohdo01,1934.0,USA,2005.0,Don,LeJohn,175.0,70.0,R,R
lelivbi01,1884.0,Netherlands,1968.0,Bill,Lelivelt,195.0,72.0,R,R
lelivja01,1885.0,Netherlands,1941.0,Jack,Lelivelt,175.0,71.0,L,L
lemahdj01,1988.0,USA,,DJ,LeMahieu,215.0,76.0,R,R
lemanda01,1950.0,USA,,Dave,Lemanczyk,235.0,76.0,R,R
lemasde01,1939.0,USA,,Denny,Lemaster,182.0,73.0,R,L
lemasjo01,1954.0,USA,,Johnnie,LeMaster,165.0,74.0,R,R
lemaydi01,1938.0,USA,,Dick,LeMay,190.0,75.0,L,L
lembost01,1926.0,USA,1989.0,Steve,Lembo,185.0,73.0,R,R
lemkema01,1965.0,USA,,Mark,Lemke,167.0,70.0,B,R
lemonbo01,1920.0,USA,2000.0,Bob,Lemon,180.0,72.0,L,R
lemonch01,1955.0,USA,,Chet,Lemon,190.0,72.0,R,R
lemonda01,1948.0,USA,,Dave,Lemonds,180.0,73.0,L,L
lemonji01,1928.0,USA,2006.0,Jim,Lemon,200.0,76.0,R,R
lemonma01,1955.0,USA,,Mark,Lemongello,180.0,73.0,R,R
lenhado01,1922.0,USA,2014.0,Don,Lenhardt,190.0,75.0,R,R
lennobi01,1845.0,USA,1910.0,Bill,Lennon,145.0,67.0,,
lennobo01,1928.0,USA,2005.0,Bob,Lennon,200.0,72.0,L,L
lennoed01,1883.0,USA,1939.0,Ed,Lennox,174.0,70.0,R,R
lennoed02,1897.0,USA,1947.0,Ed,Lennon,170.0,71.0,R,R
lennopa01,1968.0,USA,,Pat,Lennon,200.0,74.0,R,R
lentiji01,1954.0,USA,,Jim,Lentine,175.0,72.0,R,R
leona01,,,,,Leonard,,,,
leonaan01,1846.0,Ireland,1903.0,Andy,Leonard,168.0,67.0,R,R
leonabu99,1907.0,USA,1997.0,Buck,Leonard,185.0,70.0,L,L
leonade01,1951.0,USA,,Dennis,Leonard,190.0,73.0,R,R
leonadu01,1892.0,USA,1952.0,Dutch,Leonard,185.0,70.0,L,L
leonadu02,1909.0,USA,1983.0,Dutch,Leonard,175.0,72.0,R,R
leonael01,1888.0,USA,1981.0,Elmer,Leonard,210.0,75.0,R,R
leonaje01,1955.0,USA,,Jeffrey,Leonard,200.0,74.0,R,R
leonajo01,1893.0,USA,1920.0,Joe,Leonard,156.0,67.0,L,R
leonama01,1964.0,USA,,Mark,Leonard,195.0,73.0,L,R
leonar01,1988.0,Mexico,,Arnold,Leon,210.0,73.0,R,R
leonar02,1986.0,Venezuela,,Arcenio,Leon,222.0,75.0,R,R
leonda01,1967.0,Venezuela,,Danny,Leon,170.0,73.0,R,R
leoned01,1946.0,USA,,Eddie,Leon,170.0,72.0,R,R
leonedo01,1991.0,USA,,Dominic,Leone,210.0,71.0,R,R
leoneju01,1977.0,USA,,Justin,Leone,210.0,73.0,R,R
leonhda01,1941.0,USA,,Dave,Leonhard,165.0,71.0,R,R
leoniz01,1911.0,Cuba,2002.0,Izzy,Leon,160.0,70.0,R,R
leonjo01,1976.0,P.R.,,Jose,Leon,175.0,72.0,R,R
leonma01,1950.0,Mexico,,Max,Leon,145.0,70.0,R,R
leonsa01,1989.0,Venezuela,,Sandy,Leon,225.0,70.0,B,R
leoporu01,1905.0,USA,1965.0,Rudy,Leopold,160.0,72.0,L,L
leovijo01,1918.0,USA,2000.0,John,Leovich,200.0,72.0,R,R
lepcite01,1929.0,USA,,Ted,Lepcio,177.0,70.0,R,R
lepinpe01,1876.0,CAN,1949.0,Pete,LePine,142.0,70.0,L,L
leppedo01,1930.0,USA,,Don,Leppert,175.0,68.0,L,R
leppedo02,1931.0,USA,,Don,Leppert,220.0,74.0,R,R
lerchdu01,1889.0,USA,1962.0,Dutch,Lerchen,160.0,68.0,R,R
lerchge01,1922.0,USA,2014.0,George,Lerchen,175.0,71.0,B,R
lerchra01,1954.0,USA,,Randy,Lerch,190.0,77.0,L,L
lerewan01,1982.0,USA,,Anthony,Lerew,225.0,76.0,L,R
leriawa01,1903.0,USA,1929.0,Walt,Lerian,170.0,71.0,R,R
lerouch01,1984.0,CAN,,Chris,Leroux,225.0,78.0,L,R
leroyjo01,1975.0,USA,2001.0,John,LeRoy,175.0,75.0,R,R
leroylo01,1879.0,USA,1944.0,Louis,LeRoy,180.0,70.0,R,R
lerscba01,1944.0,USA,2009.0,Barry,Lersch,175.0,72.0,B,R
lerudst01,1984.0,USA,,Steven,Lerud,220.0,73.0,L,R
leshebr01,1971.0,Belgium,,Brian,Lesher,205.0,77.0,R,L
leshndo01,1946.0,USA,2012.0,Don,Leshnock,195.0,75.0,R,L
leskacu01,1968.0,USA,,Curt,Leskanic,180.0,72.0,R,R
leslebr01,1958.0,USA,2013.0,Brad,Lesley,230.0,78.0,R,R
lesliro01,1894.0,USA,1972.0,Roy,Leslie,175.0,73.0,R,R
leslisa01,1905.0,USA,1979.0,Sam,Leslie,192.0,72.0,L,L
lestejo01,1984.0,USA,,Jon,Lester,240.0,76.0,L,L
letchch01,1915.0,USA,1995.0,Charlie,Letchas,150.0,70.0,R,R
letchto01,1868.0,USA,,Tom,Letcher,,72.0,L,
leutz01,1851.0,Germany,1886.0,David,Lenz,,,,
levanje01,1926.0,USA,1998.0,Jesse,Levan,172.0,72.0,L,R
leverdi01,1894.0,USA,1957.0,Dixie,Leverett,190.0,71.0,R,R
leverho01,1889.0,USA,1958.0,Hod,Leverette,180.0,72.0,R,R
leverwa01,1888.0,USA,1973.0,Walt,Leverenz,175.0,70.0,L,L
leveyji01,1906.0,USA,1970.0,Jim,Levey,154.0,70.0,B,R
levinal01,1968.0,USA,,Al,Levine,180.0,75.0,L,R
levisch01,1860.0,USA,1926.0,Charlie,Levis,180.0,71.0,R,
levisje01,1968.0,USA,,Jesse,Levis,180.0,69.0,L,R
levraal01,1977.0,USA,,Allen,Levrault,240.0,75.0,R,R
levsedu01,1898.0,USA,1972.0,Dutch,Levsen,180.0,72.0,R,R
levyed01,1916.0,USA,2008.0,Ed,Levy,190.0,77.0,R,R
lewalde01,1953.0,USA,,Dennis,Lewallyn,200.0,76.0,R,R
lewanda01,1928.0,USA,1996.0,Dan,Lewandowski,180.0,72.0,R,R
lewicar01,1992.0,USA,,Artie,Lewicki,195.0,75.0,R,R
lewis01,,USA,,,Lewis,,,,
lewisal01,1941.0,Panama,,Allan,Lewis,170.0,72.0,B,R
lewisbe01,1895.0,USA,1950.0,Bert,Lewis,176.0,74.0,R,R
lewisbi01,1904.0,USA,1977.0,Bill,Lewis,165.0,69.0,R,R
lewisbu01,1916.0,USA,2011.0,Buddy,Lewis,175.0,73.0,L,R
lewisco01,1979.0,USA,,Colby,Lewis,240.0,76.0,R,R
lewisda01,1967.0,USA,,Darren,Lewis,180.0,72.0,R,R
lewisdu01,1888.0,USA,1979.0,Duffy,Lewis,165.0,70.0,R,R
lewisfr01,1858.0,USA,1945.0,Fred,Lewis,194.0,70.0,B,R
lewisfr02,1980.0,USA,,Fred,Lewis,205.0,74.0,L,R
lewisja01,1884.0,USA,1956.0,Jack,Lewis,158.0,68.0,R,R
lewisje01,1984.0,USA,,Jensen,Lewis,240.0,75.0,R,R
lewisji01,1955.0,USA,,Jim,Lewis,190.0,75.0,R,R
lewisji02,1964.0,USA,,Jim,Lewis,200.0,74.0,R,R
lewisjo01,1939.0,USA,,Johnny,Lewis,189.0,73.0,L,R
lewisma01,1969.0,USA,,Mark,Lewis,190.0,73.0,R,R
lewisph01,1883.0,USA,1959.0,Phil,Lewis,195.0,72.0,R,R
lewisri01,1966.0,USA,,Richie,Lewis,175.0,66.0,R,R
lewisro01,1982.0,USA,,Rommie,Lewis,230.0,77.0,L,L
lewissc01,1965.0,USA,,Scott,Lewis,190.0,75.0,R,R
lewissc02,1983.0,USA,,Scott,Lewis,195.0,72.0,B,L
lewiste01,1872.0,United Kingdom,1936.0,Ted,Lewis,158.0,70.0,R,R
leylaji99,1944.0,USA,,Jim,Leyland,175.0,71.0,R,R
leyriji01,1963.0,USA,,Jim,Leyritz,190.0,72.0,R,R
leyte01,1947.0,USA,,Terry,Ley,190.0,72.0,L,L
leyvani99,1953.0,USA,,Nick,Leyva,165.0,71.0,R,R
lezcaca01,1955.0,P.R.,,Carlos,Lezcano,185.0,74.0,R,R
lezcasi01,1953.0,P.R.,,Sixto,Lezcano,165.0,70.0,R,R
lopated01,1918.0,USA,1992.0,Eddie,Lopat,185.0,70.0,L,L
libbyst01,1853.0,USA,1935.0,Steve,Libby,168.0,73.0,,
liberad01,1987.0,USA,,Adam,Liberatore,243.0,75.0,L,L
libkeal01,1918.0,USA,2003.0,Al,Libke,215.0,76.0,L,R
librafr01,1948.0,P.R.,2013.0,Frankie,Libran,168.0,72.0,R,R
lickejo01,1960.0,USA,,John,Lickert,175.0,71.0,R,R
liddeda01,1966.0,USA,,Dave,Liddell,190.0,72.0,R,R
liddial01,1988.0,Italy,,Alex,Liddi,225.0,76.0,R,R
liddldo01,1925.0,USA,2000.0,Don,Liddle,165.0,70.0,L,L
lidgebr01,1976.0,USA,,Brad,Lidge,210.0,77.0,R,R
lidleco01,1972.0,USA,2006.0,Cory,Lidle,175.0,71.0,R,R
liebedu01,1910.0,USA,1961.0,Dutch,Lieber,180.0,72.0,R,R
liebejo01,1970.0,USA,,Jon,Lieber,220.0,75.0,L,R
liebemi01,1972.0,USA,,Mike,Lieberthal,170.0,72.0,R,R
liebhgl01,1883.0,USA,1956.0,Glenn,Liebhardt,175.0,70.0,R,R
liebhgl02,1910.0,USA,1992.0,Glenn,Liebhardt,170.0,70.0,R,R
liefeje01,1974.0,USA,,Jeff,Liefer,195.0,75.0,L,R
liesefr01,1885.0,USA,1967.0,Fred,Liese,150.0,68.0,L,L
lightpa01,1991.0,USA,,Pat,Light,220.0,77.0,R,R
ligteke01,1971.0,USA,,Kerry,Ligtenberg,185.0,74.0,R,R
lillabi01,1918.0,USA,2009.0,Bill,Lillard,170.0,70.0,R,R
lillage01,1913.0,USA,1991.0,Gene,Lillard,178.0,70.0,R,R
lillibo01,1930.0,USA,,Bob,Lillis,160.0,71.0,R,R
lillibr01,1983.0,USA,,Brent,Lillibridge,185.0,71.0,R,R
lillide01,1966.0,USA,,Derek,Lilliquist,200.0,72.0,L,L
lilliji01,1861.0,USA,1890.0,Jim,Lillie,,,R,
lillyte01,1976.0,USA,,Ted,Lilly,195.0,72.0,L,L
limajo01,1972.0,D.R.,2010.0,Jose,Lima,170.0,74.0,R,R
limch01,1976.0,South Korea,,Chang-Yong,Lim,175.0,71.0,R,R
limmelo01,1925.0,USA,2007.0,Lou,Limmer,190.0,74.0,L,L
linarru01,1951.0,D.R.,1998.0,Rufino,Linares,170.0,72.0,R,R
linceti01,1984.0,USA,,Tim,Lincecum,170.0,71.0,L,R
linch01,1988.0,Taiwan,,Che-Hsuan,Lin,180.0,72.0,R,R
lincobr01,1985.0,USA,,Brad,Lincoln,225.0,72.0,L,R
lincoez01,1868.0,USA,1951.0,Ezra,Lincoln,160.0,71.0,L,L
lincomi01,1975.0,USA,,Mike,Lincoln,211.0,74.0,R,R
lindad01,1983.0,USA,,Adam,Lind,195.0,74.0,L,L
lindavi01,1877.0,USA,1927.0,Vive,Lindaman,200.0,73.0,R,R
lindbem01,1934.0,USA,2008.0,Em,Lindbeck,185.0,72.0,L,R
lindbjo01,1987.0,USA,,Josh,Lindblom,240.0,76.0,R,R
lindbpa01,1941.0,USA,2006.0,Paul,Lindblad,185.0,73.0,L,L
lindca01,1903.0,USA,1946.0,Carl,Lind,160.0,72.0,R,R
lindebo01,1878.0,USA,1951.0,Bob,Lindemann,175.0,72.0,B,R
lindeer01,1878.0,USA,1951.0,Ernie,Lindemann,182.0,70.0,R,R
lindeji01,1962.0,USA,,Jim,Lindeman,200.0,73.0,R,R
lindejo01,1916.0,USA,1985.0,Johnny,Lindell,217.0,76.0,R,R
lindely01,1920.0,USA,1995.0,Lyman,Linde,185.0,71.0,R,R
lindeto01,1980.0,USA,,Todd,Linden,225.0,74.0,B,R
lindewa01,1924.0,USA,2013.0,Walt,Linden,190.0,73.0,R,R
lindgja01,1993.0,USA,,Jacob,Lindgren,210.0,71.0,L,L
lindja01,1946.0,USA,,Jack,Lind,170.0,72.0,B,R
lindjo01,1964.0,P.R.,,Jose,Lind,155.0,71.0,R,R
lindofr01,1993.0,P.R.,,Francisco,Lindor,190.0,71.0,B,R
lindqca01,1919.0,USA,2001.0,Carl,Lindquist,185.0,74.0,R,R
lindsax01,1895.0,Sweden,1940.0,Axel,Lindstrom,180.0,70.0,R,R
lindsbi01,1881.0,USA,1963.0,Bill,Lindsay,165.0,70.0,L,R
lindsbi02,1960.0,USA,,Bill,Lindsey,195.0,75.0,R,R
lindsch01,1878.0,USA,1941.0,Chris,Lindsay,190.0,72.0,R,R
lindsch02,1936.0,USA,,Charlie,Lindstrom,175.0,71.0,R,R
lindsdo01,1967.0,USA,,Doug,Lindsey,200.0,74.0,R,R
lindsfr01,1905.0,USA,1981.0,Freddie,Lindstrom,170.0,71.0,R,R
lindsji01,1899.0,USA,1963.0,Jim,Lindsey,175.0,73.0,R,R
lindsjo01,1977.0,USA,,John,Lindsey,255.0,74.0,R,R
lindsma01,1980.0,USA,,Matt,Lindstrom,215.0,75.0,R,R
lindsro01,1976.0,USA,,Rod,Lindsey,175.0,68.0,R,R
lindssh01,1985.0,Australia,,Shane,Lindsay,230.0,74.0,R,R
linebsc01,1976.0,USA,,Scott,Linebrink,220.0,75.0,R,R
linesdi01,1938.0,CAN,,Dick,Lines,175.0,73.0,R,L
linhaca01,1929.0,Czech Republic,,Carl,Linhart,184.0,71.0,L,R
liniaco01,1976.0,USA,,Cole,Liniak,181.0,73.0,R,R
linkeed01,1911.0,USA,1988.0,Ed,Linke,180.0,71.0,R,R
linkfr01,1886.0,USA,1939.0,Fred,Link,170.0,72.0,L,L
linkjo01,1984.0,USA,,Jon,Link,205.0,72.0,R,R
lintobo01,1902.0,USA,1980.0,Bob,Linton,185.0,72.0,L,R
lintodo01,1965.0,USA,,Doug,Linton,185.0,73.0,R,R
lintro01,1921.0,USA,2006.0,Royce,Lint,165.0,73.0,L,L
lintz01,1994.0,Taiwan,,Tzu-Wei,Lin,155.0,69.0,L,R
lintzla01,1949.0,USA,,Larry,Lintz,150.0,69.0,B,R
linzph01,1939.0,USA,,Phil,Linz,180.0,73.0,R,R
linzyfr01,1940.0,USA,,Frank,Linzy,190.0,73.0,R,R
lipetan01,1929.0,USA,2016.0,Angelo,LiPetri,180.0,73.0,R,R
liponjo01,1922.0,USA,1998.0,Johnny,Lipon,175.0,72.0,R,R
lippto01,1870.0,USA,1932.0,Tom,Lipp,170.0,71.0,,R
lipscni01,1911.0,USA,1978.0,Nig,Lipscomb,175.0,72.0,R,R
lipskbo01,1938.0,USA,,Bob,Lipski,180.0,73.0,L,R
lirafe01,1972.0,Venezuela,,Felipe,Lira,170.0,72.0,R,R
liriafr01,1983.0,D.R.,,Francisco,Liriano,225.0,74.0,L,L
liriane01,1964.0,D.R.,,Nelson,Liriano,165.0,70.0,B,R
liriape01,1980.0,D.R.,,Pedro,Liriano,170.0,74.0,R,R
liriary01,1991.0,D.R.,,Rymer,Liriano,230.0,72.0,R,R
lisenho01,1898.0,USA,1987.0,Hod,Lisenbee,170.0,71.0,R,R
lisiri01,1956.0,CAN,,Rick,Lisi,175.0,72.0,R,R
lisjo01,1946.0,USA,2010.0,Joe,Lis,175.0,72.0,R,R
liskaad01,1906.0,USA,1998.0,Ad,Liska,160.0,71.0,R,R
listapa01,1967.0,USA,,Pat,Listach,170.0,69.0,B,R
listepe01,1881.0,USA,1947.0,Pete,Lister,190.0,72.0,R,R
litscje01,1985.0,USA,,Jesse,Litsch,235.0,73.0,R,R
littema01,1953.0,USA,,Mark,Littell,210.0,75.0,L,R
littlbr01,1959.0,USA,,Bryan,Little,160.0,70.0,B,R
littlca01,1901.0,USA,1977.0,Carlisle,Littlejohn,175.0,70.0,R,R
littlde01,1954.0,USA,,Dennis,Littlejohn,200.0,74.0,R,R
littldi01,1926.0,USA,1997.0,Dick,Littlefield,180.0,72.0,L,L
littlgr99,1950.0,USA,,Grady,Little,175.0,71.0,R,R
littlha01,1850.0,USA,1927.0,Harry,Little,,,,R
littlja01,1891.0,USA,1961.0,Jack,Little,175.0,71.0,R,R
littlje01,1954.0,USA,,Jeff,Little,220.0,78.0,R,L
littljo01,1954.0,USA,,John,Littlefield,200.0,74.0,R,R
littlla01,1954.0,USA,,Larry,Littleton,185.0,73.0,R,R
littlma01,1972.0,USA,,Mark,Little,195.0,72.0,R,R
littlsc01,1963.0,USA,,Scott,Little,198.0,72.0,R,R
littlwe01,1982.0,USA,,Wes,Littleton,210.0,74.0,R,R
littogr01,1964.0,USA,,Greg,Litton,175.0,72.0,R,R
littrja01,1929.0,USA,2009.0,Jack,Littrell,179.0,72.0,R,R
litwhda01,1916.0,USA,2011.0,Danny,Litwhiler,198.0,70.0,R,R
livelbe01,1992.0,USA,,Ben,Lively,190.0,76.0,R,R
livelbu01,1925.0,USA,2015.0,Buddy,Lively,200.0,72.0,R,R
livelja01,1885.0,USA,1967.0,Jack,Lively,185.0,69.0,R,R
livenwe01,1910.0,USA,1996.0,Wes,Livengood,172.0,74.0,R,R
livinbo01,1982.0,USA,,Bobby,Livingston,205.0,75.0,L,L
livinja01,1875.0,Russia,1949.0,Jake,Livingstone,,,,
livinmi01,1914.0,USA,1983.0,Mickey,Livingston,185.0,73.0,R,R
livinpa01,1880.0,USA,1977.0,Paddy,Livingston,197.0,68.0,R,R
livinsc01,1965.0,USA,,Scott,Livingstone,190.0,72.0,L,R
lizotab01,1870.0,USA,1926.0,Abel,Lizotte,174.0,68.0,,
lizra01,1983.0,D.R.,,Radhames,Liz,200.0,74.0,R,R
llenawi01,1943.0,D.R.,,Winston,Llenas,165.0,70.0,R,R
llewecl01,1895.0,USA,1969.0,Clem,Llewellyn,195.0,75.0,L,R
lloydgr01,1967.0,Australia,,Graeme,Lloyd,225.0,80.0,L,L
lloydky01,1990.0,USA,,Kyle,Lloyd,220.0,76.0,R,R
lloydpo99,1884.0,USA,1964.0,Pop,Lloyd,180.0,71.0,L,R
loaizes01,1971.0,Mexico,,Esteban,Loaiza,230.0,74.0,R,R
loanebo01,1914.0,USA,2002.0,Bob,Loane,190.0,72.0,R,R
loanmi01,1894.0,USA,1966.0,Mike,Loan,185.0,71.0,R,R
lobatjo01,1984.0,Venezuela,,Jose,Lobaton,205.0,73.0,B,R
loberfr01,1883.0,USA,1932.0,Frank,Lobert,180.0,72.0,R,R
loberha01,1881.0,USA,1968.0,Hans,Lobert,170.0,69.0,R,R
lobstky01,1989.0,USA,,Kyle,Lobstein,220.0,75.0,L,L
locasti01,1992.0,USA,,Tim,Locastro,200.0,73.0,R,R
loch02,1986.0,Taiwan,,Chia-Jen,Lo,205.0,71.0,R,R
lochhha01,1876.0,USA,1909.0,Harry,Lochhead,172.0,71.0,R,R
lockdo01,1936.0,USA,2017.0,Don,Lock,195.0,74.0,R,R
lockebo01,1934.0,USA,,Bobby,Locke,185.0,71.0,R,R
lockebo02,1938.0,USA,,Bob,Locker,200.0,75.0,B,R
lockech01,1932.0,USA,2015.0,Chuck,Locke,185.0,71.0,R,R
lockeje01,1987.0,USA,,Jeff,Locke,200.0,72.0,L,L
lockema01,1857.0,USA,1940.0,Marshall,Locke,,,,
lockero01,1942.0,USA,,Ron,Locke,168.0,71.0,R,L
lockhke01,1964.0,USA,,Keith,Lockhart,170.0,70.0,L,R
locklge01,1949.0,USA,,Gene,Locklear,165.0,70.0,L,R
locklst01,1928.0,USA,2016.0,Stu,Locklin,190.0,73.0,L,L
lockmwh01,1926.0,USA,2009.0,Whitey,Lockman,175.0,73.0,L,R
lockwmi01,1858.0,USA,1897.0,Milo,Lockwood,160.0,70.0,,
lockwsk01,1946.0,USA,,Skip,Lockwood,175.0,73.0,R,R
lodigda01,1916.0,USA,2008.0,Dario,Lodigiani,150.0,68.0,R,R
loducpa01,1972.0,USA,,Paul,Lo Duca,193.0,70.0,R,R
loeka01,1981.0,USA,,Kameron,Loe,245.0,80.0,R,R
loeppge01,1901.0,USA,1967.0,George,Loepp,170.0,71.0,R,R
loesbi01,1929.0,USA,2010.0,Billy,Loes,165.0,73.0,R,R
loewead01,1984.0,CAN,,Adam,Loewen,245.0,78.0,L,L
loeweca01,1973.0,USA,,Carlton,Loewer,220.0,78.0,R,R
loftoja01,1974.0,USA,,James,Lofton,170.0,70.0,B,R
loftoke01,1967.0,USA,,Kenny,Lofton,180.0,72.0,L,L
loftudi01,1901.0,USA,1972.0,Dick,Loftus,155.0,72.0,L,R
loftufr01,1898.0,USA,1980.0,Frank,Loftus,190.0,69.0,R,R
loftuto01,1856.0,USA,1910.0,Tom,Loftus,168.0,,R,
loganbo01,1910.0,USA,1978.0,Bob,Logan,170.0,70.0,R,L
loganbo02,1984.0,USA,,Boone,Logan,215.0,77.0,R,L
loganjo01,1926.0,USA,2013.0,Johnny,Logan,175.0,71.0,R,R
loganno01,1979.0,USA,,Nook,Logan,180.0,74.0,B,R
lohmape01,1864.0,USA,1928.0,Pete,Lohman,180.0,70.0,R,R
lohrho01,1892.0,USA,1977.0,Howard,Lohr,165.0,72.0,R,R
lohrkja01,1924.0,USA,2009.0,Jack,Lohrke,180.0,72.0,R,R
lohrmbi01,1913.0,USA,1999.0,Bill,Lohrman,185.0,73.0,R,R
lohseky01,1978.0,USA,,Kyle,Lohse,215.0,74.0,R,R
loisal01,1956.0,D.R.,,Alberto,Lois,175.0,69.0,R,R
loiseri01,1972.0,USA,,Rich,Loiselle,225.0,77.0,R,R
lolicmi01,1940.0,USA,,Mickey,Lolich,170.0,73.0,B,L
lolicro01,1946.0,USA,,Ron,Lolich,185.0,73.0,R,R
lollash01,1924.0,USA,1977.0,Sherm,Lollar,185.0,73.0,R,R
lollati01,1956.0,USA,,Tim,Lollar,200.0,75.0,L,L
lolliry01,1986.0,USA,,Ryan,Lollis,190.0,73.0,L,L
lomando01,1958.0,USA,,Doug,Loman,185.0,71.0,L,L
lomasst01,1977.0,USA,,Steve,Lomasney,185.0,72.0,R,R
lombaer01,1908.0,USA,1977.0,Ernie,Lombardi,230.0,75.0,R,R
lombage01,1975.0,USA,,George,Lombard,208.0,72.0,L,R
lombalo01,1928.0,USA,2001.0,Lou,Lombardo,210.0,74.0,L,L
lombaph01,1963.0,USA,,Phil,Lombardi,200.0,74.0,R,R
lombast01,1960.0,USA,,Steve,Lombardozzi,175.0,72.0,R,R
lombast02,1988.0,USA,,Steve,Lombardozzi,195.0,72.0,B,R
lombavi01,1922.0,USA,1997.0,Vic,Lombardi,158.0,67.0,L,L
lomonke01,1971.0,USA,,Kevin,Lomon,195.0,73.0,R,R
lonboji01,1942.0,USA,,Jim,Lonborg,200.0,77.0,R,R
lonerwa01,1885.0,USA,1958.0,Walter,Lonergan,156.0,67.0,R,R
loneyja01,1984.0,USA,,James,Loney,235.0,75.0,L,L
long01,1860.0,USA,1914.0,Thomas,Long,,,,
longbi01,1960.0,USA,,Bill,Long,185.0,72.0,R,R
longbo01,1954.0,USA,,Bob,Long,178.0,75.0,R,R
longda01,1867.0,USA,1929.0,Dan,Long,155.0,67.0,R,
longda02,1926.0,USA,1991.0,Dale,Long,205.0,76.0,L,L
longhe01,1866.0,USA,1909.0,Herman,Long,160.0,68.0,L,R
longje01,1941.0,USA,,Jeoff,Long,200.0,73.0,R,R
longji01,1862.0,USA,1932.0,Jim,Long,160.0,70.0,,
longji02,1898.0,USA,1970.0,Jimmie,Long,160.0,71.0,R,R
longjo01,1970.0,USA,,Joey,Long,220.0,74.0,R,L
longle01,1888.0,USA,1958.0,Lep,Long,153.0,70.0,R,R
